food,foodLabel,subclass_of,subclass_ofLabel
http://www.wikidata.org/entity/Q68353770,Q68353770,http://www.wikidata.org/entity/Q2349698,Q2349698
http://www.wikidata.org/entity/Q97484218,Q97484218,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1368391,Vigna umbellata,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1376670,Vinterportlak,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1427580,Flavr Savr,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1466464,Q1466464,http://www.wikidata.org/entity/Q2095,mat
http://www.wikidata.org/entity/Q1466464,Q1466464,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1466464,Q1466464,http://www.wikidata.org/entity/Q165199,chilipeppar
http://www.wikidata.org/entity/Q1468260,Psophocarpus tetragonolobus,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1470762,Q1470762,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1470762,Q1470762,http://www.wikidata.org/entity/Q3314483,frukt
http://www.wikidata.org/entity/Q1478038,Ullucus tuberosus,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1483086,Solanum virginianum,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1487382,Q1487382,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1503784,Saltning,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1503784,Saltning,http://www.wikidata.org/entity/Q1503967,pickels
http://www.wikidata.org/entity/Q1503784,Saltning,http://www.wikidata.org/entity/Q3687258,Q3687258
http://www.wikidata.org/entity/Q1518115,Bandnässla,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1548030,paprika,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1548030,paprika,http://www.wikidata.org/entity/Q13184,bär
http://www.wikidata.org/entity/Q1558622,Q1558622,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1633480,Q1633480,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1639734,Phaseolus acutifolius,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1677369,Q1677369,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1758702,Korogi,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1775431,Q1775431,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1775431,Q1775431,http://www.wikidata.org/entity/Q146212,Kål
http://www.wikidata.org/entity/Q1777389,Q1777389,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1777420,Rotkörvel,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1797415,Q1797415,http://www.wikidata.org/entity/Q81,morot
http://www.wikidata.org/entity/Q1797415,Q1797415,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1807269,purjolök,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1899077,Macrotyloma uniflorum,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1934523,Q1934523,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q1937714,Canavalia gladiata,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q2048275,svartkål,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q2048275,svartkål,http://www.wikidata.org/entity/Q45989,grönkål
http://www.wikidata.org/entity/Q2097498,Q2097498,http://www.wikidata.org/entity/Q11004,grönsak
http://www.wikidata.org/entity/Q2106378,Q2106378,http://www.wikidata.org/entity/Q11004,grönsak
